Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",245303,"(+/- 7741 )",314724,"(+/- 11921 )",365025,"(+/- 8515 )",270337,"(+/- 7994 )",268694,"(+/- 8300 )",318292,"(+/- 11376 )",315740,"(+/- 11349 )",312815,"(+/- 11707 )",284586,"(+/- 12429 )",335511,"(+/- 12286 )",279517,"(+/- 6932 )",324142,"(+/- 10094 )",264808,"(+/- 6241 )",277631,"(+/- 8282 )",254502,"(+/- 8177 )",256959,"(+/- 6849 )",290181,"(+/- 8552 )",280256,"(+/- 12046 )",266378,"(+/- 6534 )",303913,"(+/- 11740 )",326101,"(+/- 9759 )",335182,"(+/- 9194 )",257110,"(+/- 10125 )",358194,"(+/- 8799 )",283928,"(+/- 8385 )",371370,"(+/- 8406 )",272488,"(+/- 8022 )",241735,"(+/- 7586 )",250862,"(+/- 10818 )",281988,"(+/- 10010 )",324481,"(+/- 8474 )",316523,"(+/- 8884 )",258960,"(+/- 9982 )",232007,"(+/- 7468 )",310029,"(+/- 11285 )",266359,"(+/- 8726 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",29834,"(+/- 3493 )",37100,"(+/- 5934 )",25654,"(+/- 3220 )",31078,"(+/- 3125 )",42866,"(+/- 3935 )",43511,"(+/- 6311 )",35385,"(+/- 4393 )",32073,"(+/- 4697 )",39192,"(+/- 4167 )",39616,"(+/- 4269 )",34758,"(+/- 3432 )",38763,"(+/- 4225 )",33677,"(+/- 2738 )",30769,"(+/- 4369 )",27038,"(+/- 3811 )",33597,"(+/- 3023 )",35456,"(+/- 4038 )",36658,"(+/- 5530 )",38377,"(+/- 3998 )",39938,"(+/- 4205 )",31482,"(+/- 4183 )",46371,"(+/- 5040 )",36526,"(+/- 4377 )",35429,"(+/- 3655 )",31380,"(+/- 3347 )",35119,"(+/- 3711 )",34826,"(+/- 3306 )",34778,"(+/- 3805 )",41019,"(+/- 5922 )",33435,"(+/- 4040 )",40349,"(+/- 4521 )",36521,"(+/- 4458 )",50506,"(+/- 4402 )",20019,"(+/- 2695 )",46514,"(+/- 4430 )",25490,"(+/- 3076 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",691,"(+/- 416 )",8861,"(+/- 3030 )",6420,"(+/- 1491 )",1223,"(+/- 509 )",3700,"(+/- 1136 )",1560,"(+/- 680 )",8684,"(+/- 1769 )",2957,"(+/- 1211 )",16593,"(+/- 3299 )",5771,"(+/- 1489 )",897,"(+/- 559 )",2234,"(+/- 743 )",915,"(+/- 391 )",2406,"(+/- 901 )",588,"(+/- 500 )",6283,"(+/- 1532 )",3951,"(+/- 1181 )",13705,"(+/- 2460 )",770,"(+/- 358 )",8516,"(+/- 1769 )",7208,"(+/- 1554 )",4930,"(+/- 1529 )",2330,"(+/- 1175 )",5327,"(+/- 1441 )",3985,"(+/- 1320 )",2966,"(+/- 1039 )",2759,"(+/- 1068 )",1595,"(+/- 875 )",6516,"(+/- 1437 )",11298,"(+/- 2034 )",2519,"(+/- 896 )",10029,"(+/- 2058 )",5161,"(+/- 1185 )",210,"(+/- 145 )",11930,"(+/- 2015 )",1258,"(+/- 564 )"
Workers,"Commuting to Work",Walked,4778,"(+/- 1229 )",9940,"(+/- 2728 )",3556,"(+/- 1207 )",3257,"(+/- 994 )",2821,"(+/- 960 )",5212,"(+/- 1450 )",6268,"(+/- 1613 )",3942,"(+/- 1523 )",4678,"(+/- 1609 )",6090,"(+/- 1857 )",7913,"(+/- 2465 )",5128,"(+/- 1689 )",9334,"(+/- 2216 )",4277,"(+/- 1338 )",3851,"(+/- 1350 )",4773,"(+/- 1206 )",6324,"(+/- 1529 )",6307,"(+/- 1619 )",6994,"(+/- 1327 )",7265,"(+/- 2243 )",11257,"(+/- 2587 )",2673,"(+/- 1361 )",3848,"(+/- 1175 )",6625,"(+/- 1726 )",7026,"(+/- 1678 )",5539,"(+/- 1333 )",3791,"(+/- 991 )",3272,"(+/- 840 )",4601,"(+/- 1230 )",7108,"(+/- 2389 )",5412,"(+/- 1175 )",6778,"(+/- 1421 )",3744,"(+/- 1103 )",5576,"(+/- 1473 )",7018,"(+/- 1487 )",3498,"(+/- 1346 )"
Workers,"Commuting to Work","Other means",3188,"(+/- 1145 )",5515,"(+/- 1514 )",6635,"(+/- 1766 )",4896,"(+/- 1241 )",2586,"(+/- 913 )",2981,"(+/- 827 )",3855,"(+/- 1423 )",4747,"(+/- 1206 )",7753,"(+/- 1979 )",6278,"(+/- 1328 )",5264,"(+/- 2147 )",4577,"(+/- 1176 )",4296,"(+/- 1166 )",4344,"(+/- 1253 )",12458,"(+/- 2724 )",9456,"(+/- 2368 )",7609,"(+/- 2115 )",5482,"(+/- 1313 )",5508,"(+/- 1287 )",5878,"(+/- 1794 )",6760,"(+/- 1496 )",5692,"(+/- 1650 )",8172,"(+/- 2290 )",6098,"(+/- 1152 )",6811,"(+/- 1863 )",5531,"(+/- 1331 )",3818,"(+/- 1258 )",5049,"(+/- 1421 )",8928,"(+/- 1850 )",4863,"(+/- 1427 )",5005,"(+/- 1213 )",4371,"(+/- 1028 )",6893,"(+/- 1617 )",5549,"(+/- 1525 )",7801,"(+/- 2084 )",4992,"(+/- 1895 )"
Workers,"Commuting to Work","Worked at home",9763,"(+/- 1873 )",21177,"(+/- 2524 )",45808,"(+/- 3747 )",16615,"(+/- 2409 )",13144,"(+/- 1936 )",17198,"(+/- 2463 )",18866,"(+/- 2480 )",23856,"(+/- 4443 )",15851,"(+/- 2706 )",27064,"(+/- 3083 )",12283,"(+/- 1933 )",16501,"(+/- 2064 )",12799,"(+/- 2141 )",10649,"(+/- 1727 )",15302,"(+/- 2542 )",12182,"(+/- 2393 )",19365,"(+/- 2867 )",11644,"(+/- 1793 )",13301,"(+/- 2304 )",17616,"(+/- 2727 )",32312,"(+/- 3641 )",26017,"(+/- 3865 )",13432,"(+/- 2289 )",25881,"(+/- 3205 )",31895,"(+/- 3768 )",37451,"(+/- 2615 )",12625,"(+/- 2403 )",11815,"(+/- 2118 )",7893,"(+/- 1751 )",10108,"(+/- 2123 )",28608,"(+/- 2820 )",27667,"(+/- 2993 )",6452,"(+/- 1324 )",11616,"(+/- 2181 )",16278,"(+/- 2266 )",11374,"(+/- 2100 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",22.7,"(+/- 0.9 )",29.7,"(+/- 0.8 )",28.9,"(+/- 0.6 )",25.8,"(+/- 0.8 )",31.2,"(+/- 0.8 )",28.9,"(+/- 0.7 )",28.5,"(+/- 0.9 )",31.8,"(+/- 0.9 )",30.8,"(+/- 1.2 )",28.2,"(+/- 0.7 )",21.8,"(+/- 0.9 )",27.4,"(+/- 0.7 )",19.5,"(+/- 0.6 )",24.6,"(+/- 0.7 )",22.3,"(+/- 0.8 )",23.3,"(+/- 0.8 )",21.8,"(+/- 0.7 )",28.6,"(+/- 0.6 )",17.7,"(+/- 0.6 )",25.2,"(+/- 0.8 )",25.9,"(+/- 0.8 )",32.1,"(+/- 0.8 )",25.9,"(+/- 0.9 )",24.9,"(+/- 0.6 )",26.9,"(+/- 0.7 )",29.5,"(+/- 0.6 )",21.8,"(+/- 0.8 )",25.0,"(+/- 0.8 )",29.2,"(+/- 0.8 )",30.6,"(+/- 0.9 )",26.2,"(+/- 0.8 )",26.9,"(+/- 0.6 )",27.8,"(+/- 0.7 )",22.0,"(+/- 1.0 )",26.0,"(+/- 0.7 )",28.3,"(+/- 0.8 )"
Workers,Occupation,"Civilian employed population 16 years and over",299529,"(+/- 7167 )",403733,"(+/- 13058 )",458510,"(+/- 7729 )",333147,"(+/- 7291 )",339401,"(+/- 8373 )",395567,"(+/- 11129 )",395423,"(+/- 12280 )",387445,"(+/- 11561 )",376275,"(+/- 13585 )",426526,"(+/- 13217 )",342654,"(+/- 6123 )",397443,"(+/- 11347 )",324558,"(+/- 5945 )",335123,"(+/- 6971 )",319885,"(+/- 7796 )",315029,"(+/- 6697 )",369068,"(+/- 8065 )",360059,"(+/- 13507 )",331943,"(+/- 6159 )",380347,"(+/- 12304 )",419904,"(+/- 11479 )",426338,"(+/- 11070 )",320930,"(+/- 10867 )",446783,"(+/- 8971 )",360073,"(+/- 9213 )",463873,"(+/- 8183 )",334942,"(+/- 7705 )",301666,"(+/- 8003 )",327871,"(+/- 13363 )",353498,"(+/- 11071 )",402864,"(+/- 7742 )",407834,"(+/- 9389 )",340115,"(+/- 11243 )",277703,"(+/- 6720 )",405702,"(+/- 13580 )",320130,"(+/- 9684 )"
Workers,Occupation,"Management, business, science, and arts occupations",92969,"(+/- 5727 )",179082,"(+/- 8587 )",249638,"(+/- 7123 )",109883,"(+/- 5146 )",98526,"(+/- 5421 )",145582,"(+/- 6929 )",191761,"(+/- 7713 )",151589,"(+/- 8388 )",110441,"(+/- 6618 )",191411,"(+/- 8119 )",106110,"(+/- 6056 )",155444,"(+/- 6638 )",92863,"(+/- 4616 )",115294,"(+/- 5454 )",90070,"(+/- 5438 )",102435,"(+/- 5422 )",140468,"(+/- 6411 )",105323,"(+/- 6274 )",107596,"(+/- 5504 )",126444,"(+/- 8085 )",193257,"(+/- 6401 )",222569,"(+/- 9161 )",93512,"(+/- 5309 )",206016,"(+/- 7244 )",163589,"(+/- 6563 )",221461,"(+/- 6901 )",97350,"(+/- 5949 )",84830,"(+/- 5597 )",58193,"(+/- 5403 )",102459,"(+/- 4909 )",172873,"(+/- 6586 )",176170,"(+/- 6646 )",53464,"(+/- 4606 )",77286,"(+/- 5155 )",121347,"(+/- 7522 )",96853,"(+/- 6345 )"
Workers,Occupation,"Service occupations",55686,"(+/- 4532 )",56234,"(+/- 6179 )",54579,"(+/- 4900 )",56354,"(+/- 4082 )",61724,"(+/- 5196 )",63184,"(+/- 6147 )",58122,"(+/- 5216 )",63721,"(+/- 5934 )",85018,"(+/- 6193 )",62620,"(+/- 5996 )",59772,"(+/- 4679 )",62687,"(+/- 4827 )",62752,"(+/- 4092 )",61213,"(+/- 4394 )",71050,"(+/- 5245 )",64257,"(+/- 4464 )",68381,"(+/- 4500 )",73602,"(+/- 6736 )",67582,"(+/- 4956 )",76664,"(+/- 5043 )",66036,"(+/- 5290 )",47460,"(+/- 4711 )",66352,"(+/- 5335 )",59572,"(+/- 4098 )",48637,"(+/- 4111 )",61212,"(+/- 5162 )",65100,"(+/- 4972 )",66596,"(+/- 4526 )",66203,"(+/- 5455 )",63344,"(+/- 5189 )",61487,"(+/- 4302 )",63845,"(+/- 5070 )",72270,"(+/- 5523 )",66781,"(+/- 5164 )",88059,"(+/- 6429 )",50331,"(+/- 4242 )"
Workers,Occupation,"Sales and office occupations",69395,"(+/- 5161 )",93573,"(+/- 6259 )",108706,"(+/- 5981 )",77995,"(+/- 5021 )",81428,"(+/- 4787 )",103063,"(+/- 5803 )",84529,"(+/- 6077 )",88278,"(+/- 6399 )",84819,"(+/- 5277 )",98425,"(+/- 6767 )",79257,"(+/- 5020 )",97856,"(+/- 6409 )",73610,"(+/- 4068 )",72261,"(+/- 5652 )",82840,"(+/- 5808 )",84880,"(+/- 5773 )",81982,"(+/- 4812 )",81912,"(+/- 5595 )",75396,"(+/- 4609 )",97010,"(+/- 6260 )",101782,"(+/- 5899 )",96062,"(+/- 5822 )",74642,"(+/- 5768 )",113915,"(+/- 6468 )",74062,"(+/- 4514 )",113510,"(+/- 5922 )",75434,"(+/- 4877 )",76071,"(+/- 5607 )",67991,"(+/- 5145 )",90790,"(+/- 7274 )",101193,"(+/- 6116 )",95657,"(+/- 5530 )",72258,"(+/- 5400 )",63998,"(+/- 4585 )",101626,"(+/- 6333 )",75446,"(+/- 5719 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",37982,"(+/- 3555 )",34387,"(+/- 4818 )",22455,"(+/- 3857 )",37441,"(+/- 3942 )",49980,"(+/- 4128 )",32552,"(+/- 3799 )",25184,"(+/- 3420 )",41042,"(+/- 3740 )",46385,"(+/- 4907 )",35306,"(+/- 4033 )",56074,"(+/- 4033 )",37792,"(+/- 3889 )",47261,"(+/- 3396 )",43754,"(+/- 4274 )",41429,"(+/- 4078 )",27368,"(+/- 2981 )",35391,"(+/- 3633 )",49358,"(+/- 5752 )",43960,"(+/- 3469 )",35160,"(+/- 4009 )",31385,"(+/- 3843 )",24450,"(+/- 3778 )",41912,"(+/- 3907 )",27564,"(+/- 2989 )",31951,"(+/- 3382 )",27357,"(+/- 3561 )",49267,"(+/- 3808 )",34632,"(+/- 3054 )",69757,"(+/- 5162 )",43371,"(+/- 3750 )",32153,"(+/- 3777 )",35285,"(+/- 4187 )",74035,"(+/- 5594 )",34882,"(+/- 3451 )",46582,"(+/- 4891 )",43762,"(+/- 4624 )"
Workers,Occupation,"Production, transportation, and material moving occupations",43497,"(+/- 3627 )",40457,"(+/- 4701 )",23132,"(+/- 2999 )",51474,"(+/- 3208 )",47743,"(+/- 3474 )",51186,"(+/- 4856 )",35827,"(+/- 5151 )",42815,"(+/- 5033 )",49612,"(+/- 5690 )",38764,"(+/- 4883 )",41441,"(+/- 3576 )",43664,"(+/- 3841 )",48072,"(+/- 3809 )",42601,"(+/- 3907 )",34496,"(+/- 3798 )",36089,"(+/- 4530 )",42846,"(+/- 3899 )",49864,"(+/- 4497 )",37409,"(+/- 3534 )",45069,"(+/- 4479 )",27444,"(+/- 3120 )",35797,"(+/- 4165 )",44512,"(+/- 4768 )",39716,"(+/- 3834 )",41834,"(+/- 3680 )",40333,"(+/- 4169 )",47791,"(+/- 4962 )",39537,"(+/- 3734 )",65727,"(+/- 5895 )",53534,"(+/- 5006 )",35158,"(+/- 3335 )",36877,"(+/- 3881 )",68088,"(+/- 4959 )",34756,"(+/- 3711 )",48088,"(+/- 4438 )",53738,"(+/- 5263 )"
Workers,Industry,"Civilian employed population 16 years and over",299529,"(+/- 7167 )",403733,"(+/- 13058 )",458510,"(+/- 7729 )",333147,"(+/- 7291 )",339401,"(+/- 8373 )",395567,"(+/- 11129 )",395423,"(+/- 12280 )",387445,"(+/- 11561 )",376275,"(+/- 13585 )",426526,"(+/- 13217 )",342654,"(+/- 6123 )",397443,"(+/- 11347 )",324558,"(+/- 5945 )",335123,"(+/- 6971 )",319885,"(+/- 7796 )",315029,"(+/- 6697 )",369068,"(+/- 8065 )",360059,"(+/- 13507 )",331943,"(+/- 6159 )",380347,"(+/- 12304 )",419904,"(+/- 11479 )",426338,"(+/- 11070 )",320930,"(+/- 10867 )",446783,"(+/- 8971 )",360073,"(+/- 9213 )",463873,"(+/- 8183 )",334942,"(+/- 7705 )",301666,"(+/- 8003 )",327871,"(+/- 13363 )",353498,"(+/- 11071 )",402864,"(+/- 7742 )",407834,"(+/- 9389 )",340115,"(+/- 11243 )",277703,"(+/- 6720 )",405702,"(+/- 13580 )",320130,"(+/- 9684 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",14866,"(+/- 2294 )",16232,"(+/- 2591 )",3011,"(+/- 1252 )",6932,"(+/- 1231 )",8870,"(+/- 1638 )",4713,"(+/- 1357 )",16880,"(+/- 2381 )",19574,"(+/- 3126 )",5293,"(+/- 1583 )",13686,"(+/- 2496 )",44517,"(+/- 3783 )",7677,"(+/- 1637 )",24338,"(+/- 2606 )",5848,"(+/- 1686 )",12572,"(+/- 2391 )",2537,"(+/- 836 )",9635,"(+/- 1663 )",8060,"(+/- 1354 )",23500,"(+/- 2615 )",3361,"(+/- 1398 )",7519,"(+/- 1831 )",19940,"(+/- 2684 )",18868,"(+/- 2822 )",2143,"(+/- 824 )",8720,"(+/- 1733 )",3868,"(+/- 1045 )",12733,"(+/- 2092 )",10660,"(+/- 2097 )",5711,"(+/- 1397 )",1839,"(+/- 717 )",2995,"(+/- 1031 )",2146,"(+/- 694 )",1605,"(+/- 662 )",11985,"(+/- 2278 )",3652,"(+/- 1676 )",7556,"(+/- 1725 )"
Workers,Industry,Construction,21940,"(+/- 2638 )",31669,"(+/- 4461 )",23546,"(+/- 3331 )",30431,"(+/- 3135 )",40479,"(+/- 4294 )",26267,"(+/- 3031 )",24257,"(+/- 3512 )",34443,"(+/- 3812 )",38525,"(+/- 4571 )",35315,"(+/- 4878 )",30608,"(+/- 3201 )",33057,"(+/- 3216 )",25692,"(+/- 2411 )",40505,"(+/- 4900 )",25919,"(+/- 3280 )",20931,"(+/- 3395 )",25687,"(+/- 3405 )",42144,"(+/- 5785 )",23567,"(+/- 2760 )",31358,"(+/- 4146 )",28607,"(+/- 3699 )",22403,"(+/- 3824 )",29451,"(+/- 3609 )",24887,"(+/- 2770 )",24695,"(+/- 2993 )",24251,"(+/- 3621 )",35462,"(+/- 3649 )",21714,"(+/- 2758 )",58759,"(+/- 5046 )",35609,"(+/- 3786 )",31408,"(+/- 3285 )",29187,"(+/- 3709 )",67499,"(+/- 6128 )",23408,"(+/- 3037 )",42508,"(+/- 4605 )",38858,"(+/- 3937 )"
Workers,Industry,Manufacturing,32296,"(+/- 3014 )",45188,"(+/- 4444 )",35793,"(+/- 3477 )",36970,"(+/- 2945 )",31809,"(+/- 3346 )",42879,"(+/- 3768 )",35455,"(+/- 4551 )",35629,"(+/- 4411 )",25268,"(+/- 3621 )",39929,"(+/- 3603 )",20279,"(+/- 2643 )",43211,"(+/- 4460 )",33960,"(+/- 3124 )",37311,"(+/- 3748 )",18120,"(+/- 2966 )",21032,"(+/- 2742 )",37245,"(+/- 3402 )",28687,"(+/- 3020 )",19914,"(+/- 2502 )",23615,"(+/- 3296 )",25968,"(+/- 3279 )",42364,"(+/- 4510 )",17872,"(+/- 2799 )",34700,"(+/- 3514 )",28128,"(+/- 3094 )",36284,"(+/- 3706 )",32249,"(+/- 2869 )",13874,"(+/- 2160 )",33936,"(+/- 3358 )",28944,"(+/- 3931 )",34707,"(+/- 3699 )",32969,"(+/- 4016 )",39025,"(+/- 3172 )",15155,"(+/- 2814 )",20976,"(+/- 2530 )",40824,"(+/- 3998 )"
Workers,Industry,"Wholesale trade",7808,"(+/- 1758 )",14175,"(+/- 2258 )",13456,"(+/- 1997 )",9880,"(+/- 1748 )",8435,"(+/- 1609 )",13281,"(+/- 2147 )",14321,"(+/- 2379 )",10239,"(+/- 2442 )",7650,"(+/- 1988 )",11870,"(+/- 2333 )",10755,"(+/- 1972 )",12898,"(+/- 2261 )",7833,"(+/- 1396 )",8180,"(+/- 1723 )",7593,"(+/- 1666 )",8285,"(+/- 1711 )",7675,"(+/- 1663 )",12893,"(+/- 2086 )",8439,"(+/- 1768 )",8304,"(+/- 1887 )",9960,"(+/- 2276 )",16864,"(+/- 3072 )",8352,"(+/- 1503 )",18008,"(+/- 2795 )",8908,"(+/- 1650 )",16605,"(+/- 2487 )",9421,"(+/- 1826 )",9264,"(+/- 1965 )",10819,"(+/- 2396 )",10049,"(+/- 2557 )",9376,"(+/- 1801 )",11147,"(+/- 2125 )",11523,"(+/- 2147 )",4905,"(+/- 1255 )",10139,"(+/- 1814 )",8854,"(+/- 2138 )"
Workers,Industry,"Retail trade",37616,"(+/- 3714 )",37772,"(+/- 3721 )",54284,"(+/- 4921 )",40866,"(+/- 3280 )",43689,"(+/- 3965 )",43055,"(+/- 4519 )",37671,"(+/- 4620 )",43662,"(+/- 4660 )",46743,"(+/- 5262 )",50353,"(+/- 6007 )",37436,"(+/- 3409 )",43158,"(+/- 4217 )",38296,"(+/- 3510 )",33762,"(+/- 4034 )",43099,"(+/- 4357 )",35936,"(+/- 4292 )",42769,"(+/- 4231 )",38064,"(+/- 4108 )",38287,"(+/- 3633 )",43635,"(+/- 4917 )",43855,"(+/- 3932 )",43088,"(+/- 4513 )",40505,"(+/- 5165 )",51332,"(+/- 3531 )",40793,"(+/- 3350 )",52787,"(+/- 4259 )",37613,"(+/- 3413 )",41764,"(+/- 4918 )",35817,"(+/- 3553 )",39970,"(+/- 4250 )",50063,"(+/- 5112 )",47779,"(+/- 5291 )",38691,"(+/- 3836 )",34426,"(+/- 3407 )",46633,"(+/- 5091 )",34744,"(+/- 3991 )"
Workers,Industry,"Transportation and warehousing, and utilities",13856,"(+/- 1915 )",26737,"(+/- 3956 )",15766,"(+/- 2580 )",19614,"(+/- 2210 )",19812,"(+/- 2601 )",32302,"(+/- 3783 )",18852,"(+/- 2878 )",25502,"(+/- 3541 )",23207,"(+/- 3825 )",19633,"(+/- 2802 )",18925,"(+/- 2539 )",30274,"(+/- 3576 )",19593,"(+/- 2334 )",17108,"(+/- 2447 )",16054,"(+/- 2513 )",22743,"(+/- 3166 )",17357,"(+/- 2642 )",30326,"(+/- 3899 )",16518,"(+/- 1972 )",18353,"(+/- 2904 )",16926,"(+/- 2698 )",19968,"(+/- 3640 )",18909,"(+/- 3087 )",32713,"(+/- 3147 )",12970,"(+/- 1969 )",31999,"(+/- 4342 )",16123,"(+/- 2303 )",30060,"(+/- 3616 )",24755,"(+/- 3813 )",30571,"(+/- 3516 )",16263,"(+/- 2356 )",18826,"(+/- 2276 )",22622,"(+/- 2925 )",14847,"(+/- 2334 )",20727,"(+/- 3036 )",24470,"(+/- 3085 )"
Workers,Industry,Information,4933,"(+/- 1097 )",4506,"(+/- 1136 )",17446,"(+/- 2137 )",5537,"(+/- 1204 )",6292,"(+/- 1371 )",6532,"(+/- 1553 )",6143,"(+/- 1571 )",5065,"(+/- 1664 )",5282,"(+/- 1783 )",7400,"(+/- 2216 )",3894,"(+/- 1197 )",4936,"(+/- 1286 )",3205,"(+/- 965 )",2840,"(+/- 1022 )",5269,"(+/- 1629 )",5888,"(+/- 1549 )",7105,"(+/- 1929 )",4741,"(+/- 1326 )",4001,"(+/- 849 )",6565,"(+/- 1551 )",12095,"(+/- 2154 )",8924,"(+/- 2416 )",4763,"(+/- 1266 )",12946,"(+/- 1842 )",7725,"(+/- 1348 )",13258,"(+/- 2002 )",3516,"(+/- 1452 )",3249,"(+/- 1070 )",2869,"(+/- 1113 )",6485,"(+/- 1515 )",8945,"(+/- 1782 )",9628,"(+/- 1718 )",3455,"(+/- 1062 )",2095,"(+/- 926 )",9484,"(+/- 2063 )",2410,"(+/- 772 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",11921,"(+/- 1897 )",27991,"(+/- 3607 )",53069,"(+/- 4497 )",19352,"(+/- 2263 )",19486,"(+/- 2639 )",28205,"(+/- 3368 )",34851,"(+/- 3220 )",22189,"(+/- 4238 )",19541,"(+/- 2864 )",29559,"(+/- 3502 )",14371,"(+/- 2129 )",28192,"(+/- 2801 )",14322,"(+/- 1954 )",16256,"(+/- 2474 )",14450,"(+/- 2568 )",15487,"(+/- 2237 )",18989,"(+/- 2575 )",17852,"(+/- 2760 )",18125,"(+/- 1930 )",36524,"(+/- 3752 )",34857,"(+/- 3547 )",29612,"(+/- 4364 )",19986,"(+/- 2886 )",56154,"(+/- 4064 )",24302,"(+/- 2746 )",49106,"(+/- 4629 )",17949,"(+/- 2194 )",13459,"(+/- 2240 )",13290,"(+/- 2382 )",27793,"(+/- 2932 )",27476,"(+/- 3837 )",42257,"(+/- 3265 )",15031,"(+/- 2225 )",10697,"(+/- 2080 )",25106,"(+/- 2872 )",13008,"(+/- 2037 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",22018,"(+/- 3063 )",61731,"(+/- 6236 )",83424,"(+/- 5089 )",27526,"(+/- 3684 )",35902,"(+/- 3485 )",38212,"(+/- 4934 )",61794,"(+/- 4874 )",41622,"(+/- 5426 )",46362,"(+/- 4885 )",56579,"(+/- 5072 )",29176,"(+/- 3365 )",41284,"(+/- 4295 )",21779,"(+/- 2679 )",33302,"(+/- 3987 )",30989,"(+/- 3566 )",33867,"(+/- 3669 )",39304,"(+/- 3713 )",49397,"(+/- 4805 )",20367,"(+/- 2204 )",41883,"(+/- 3653 )",58945,"(+/- 4360 )",54197,"(+/- 5206 )",26156,"(+/- 3158 )",67114,"(+/- 3915 )",49947,"(+/- 3487 )",59247,"(+/- 4174 )",24149,"(+/- 2660 )",24373,"(+/- 2441 )",32056,"(+/- 3258 )",40431,"(+/- 3573 )",50365,"(+/- 3015 )",65387,"(+/- 5125 )",32111,"(+/- 2720 )",21323,"(+/- 2704 )",48516,"(+/- 4345 )",29297,"(+/- 3434 )"
Workers,Industry,"Educational services, and health care and social assistance",79465,"(+/- 4592 )",71157,"(+/- 5057 )",89020,"(+/- 4579 )",78112,"(+/- 4414 )",69591,"(+/- 4542 )",91763,"(+/- 5918 )",83216,"(+/- 6433 )",75955,"(+/- 6693 )",83523,"(+/- 6324 )",86198,"(+/- 5669 )",70965,"(+/- 4253 )",76693,"(+/- 5159 )",68589,"(+/- 3997 )",77084,"(+/- 4326 )",81409,"(+/- 5503 )",80061,"(+/- 4441 )",91820,"(+/- 5413 )",64521,"(+/- 5095 )",88669,"(+/- 5102 )",82552,"(+/- 5437 )",92507,"(+/- 5752 )",104307,"(+/- 7349 )",75730,"(+/- 5453 )",73266,"(+/- 4400 )",83088,"(+/- 5413 )",97891,"(+/- 5434 )",79942,"(+/- 4732 )",75129,"(+/- 4697 )",49231,"(+/- 4647 )",69671,"(+/- 5021 )",91902,"(+/- 5502 )",79257,"(+/- 4502 )",46593,"(+/- 3794 )",85938,"(+/- 4561 )",90018,"(+/- 5895 )",61646,"(+/- 4496 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",27232,"(+/- 3623 )",34982,"(+/- 4665 )",37751,"(+/- 3659 )",25230,"(+/- 2791 )",27261,"(+/- 3883 )",33783,"(+/- 3585 )",31699,"(+/- 4060 )",34867,"(+/- 5060 )",38500,"(+/- 5027 )",37240,"(+/- 5189 )",28608,"(+/- 3365 )",37880,"(+/- 4081 )",29915,"(+/- 2648 )",31803,"(+/- 3941 )",29591,"(+/- 3736 )",31354,"(+/- 3282 )",34919,"(+/- 2894 )",33453,"(+/- 4380 )",34128,"(+/- 3853 )",48317,"(+/- 5169 )",49342,"(+/- 5170 )",32187,"(+/- 4436 )",29498,"(+/- 3994 )",46779,"(+/- 4278 )",30098,"(+/- 3399 )",41079,"(+/- 3944 )",30162,"(+/- 3588 )",26940,"(+/- 3537 )",32964,"(+/- 3846 )",32466,"(+/- 3964 )",33510,"(+/- 3895 )",37962,"(+/- 4055 )",37459,"(+/- 3689 )",23865,"(+/- 2782 )",51147,"(+/- 4610 )",28875,"(+/- 3965 )"
